date,Suspended Matter,Dissolved Organic Matter,Chlorophyl,Turbidity,Salinity,Dissolved Oxygen,pH,Temperature
25 May 2018,0.616913885,0.584349439,,,,,,
25 May 2018,0.616913885,0.585906914,,,,,,
26 May 2018,0.605744103,0.566915094,,,,,,
26 May 2018,0.605744103,0.508559476,,,,,,
26 May 2018,0.564536419,0.566915094,,,,,,
26 May 2018,0.564536419,0.508559476,,,,,,
29 May 2018,0.614166321,0.60182048,,,,,,
29 May 2018,0.614166321,0.616540456,,,,,,
29 May 2018,0.627151901,0.60182048,,,,,,
29 May 2018,0.627151901,0.616540456,,,,,,
30 May 2018,0.616585889,0.570573263,,,,,,
02 June 2018,0.604138503,0.402921581,,,,,,
02 June 2018,0.601583954,0.402921581,,,,,,
03 June 2018,0.634978529,0.512735014,,,,,,
03 June 2018,0.621290504,0.512735014,,,,,,
06 June 2018,0.616903289,0.58171733,,,,,,
06 June 2018,0.616903289,0.563615321,,,,,,
06 June 2018,0.589739623,0.58171733,,,,,,
06 June 2018,0.589739623,0.563615321,,,,,,
07 June 2018,0.621051357,0.536162376,,,,,,
07 June 2018,0.621051357,0.579819321,,,,,,
07 June 2018,0.622150484,0.536162376,,,,,,
07 June 2018,0.622150484,0.579819321,,,,,,
09 June 2018,0.639693245,0.5813592,,,,,,
09 June 2018,0.639693245,0.584117181,,,,,,
09 June 2018,0.618184025,0.5813592,,,,,,
09 June 2018,0.618184025,0.584117181,,,,,,
10 June 2018,0.593380395,,,,,,,
10 June 2018,0.640289272,,,,,,,
13 June 2018,0.613359704,0.598966578,,,,,,
13 June 2018,0.613359704,0.59857267,,,,,,
13 June 2018,0.631388033,0.598966578,,,,,,
13 June 2018,0.631388033,0.59857267,,,,,,
14 June 2018,0.60239699,0.596568417,,,,,,
14 June 2018,0.60239699,0.576054155,,,,,,
14 June 2018,0.614210247,0.596568417,,,,,,
14 June 2018,0.614210247,0.576054155,,,,,,
17 June 2018,0.606295406,0.582074227,,,,,,
17 June 2018,0.59780015,0.582074227,,,,,,
18 June 2018,0.634031442,0.590045061,,,,,,
18 June 2018,0.634031442,0.579787964,,,,,,
18 June 2018,0.60917554,0.590045061,,,,,,
18 June 2018,0.60917554,0.579787964,,,,,,
21 June 2018,0.631996338,0.583544538,,,,,,43.87079669
21 June 2018,0.631996338,0.587865212,,,,,,43.87079669
21 June 2018,0.604366232,0.583544538,,,,,,43.87079669
21 June 2018,0.604366232,0.587865212,,,,,,43.87079669
22 June 2018,0.596977168,0.54057401,,,,,,
25 June 2018,0.608428041,0.553667518,,,,,,
25 June 2018,0.608428041,0.586274197,,,,,,
25 June 2018,0.59639951,0.553667518,,,,,,
25 June 2018,0.59639951,0.586274197,,,,,,
26 June 2018,0.636986983,0.598567314,,,,,,
26 June 2018,0.636986983,0.55412804,,,,,,
26 June 2018,0.59770639,0.598567314,,,,,,
26 June 2018,0.59770639,0.55412804,,,,,,
29 June 2018,0.635594638,0.583660095,,,,,,
29 June 2018,0.635594638,0.595448213,,,,,,
29 June 2018,0.616361443,0.583660095,,,,,,
29 June 2018,0.616361443,0.595448213,,,,,,
30 June 2018,0.617685054,0.577594479,,,,,,
30 June 2018,0.617685054,0.525026922,,,,,,
30 June 2018,0.585376538,0.577594479,,,,,,
30 June 2018,0.585376538,0.525026922,,,,,,
02 July 2018,0.627902327,0.554913855,,,,,,
03 July 2018,0.594016933,,,,,,,
04 July 2018,0.632469853,,,,,,,
06 July 2018,0.563765894,0.562046926,,,,,,
06 July 2018,0.563765894,0.579263921,,,,,,
06 July 2018,0.633364787,0.562046926,,,,,,
06 July 2018,0.633364787,0.579263921,,,,,,
07 July 2018,0.572078536,0.542274412,,,,,,45.89371139
07 July 2018,0.572078536,0.494159646,,,,,,45.89371139
07 July 2018,0.539758787,0.542274412,,,,,,45.89371139
07 July 2018,0.539758787,0.494159646,,,,,,45.89371139
10 July 2018,0.626442952,0.394551508,,,,,,
10 July 2018,0.626442952,0.382699597,,,,,,
10 July 2018,0.53848802,0.394551508,,,,,,
10 July 2018,0.53848802,0.382699597,,,,,,
11 July 2018,0.591676948,0.366710875,,,,,,
11 July 2018,0.591676948,0.406066942,,,,,,
11 July 2018,0.619161934,0.366710875,,,,,,
11 July 2018,0.619161934,0.406066942,,,,,,
14 July 2018,0.58967172,0.614746495,,,,,,
15 July 2018,0.631241222,,,,,,,
15 July 2018,0.611364839,,,,,,,
18 July 2018,0.586637029,0.620213368,,,,,,
18 July 2018,0.611070322,0.620213368,,,,,,
19 July 2018,0.625884344,0.588380514,,,,,,
22 July 2018,0.599055633,0.632245051,,,,,,
22 July 2018,0.599055633,0.581927011,,,,,,
22 July 2018,0.626204086,0.632245051,,,,,,
22 July 2018,0.626204086,0.581927011,,,,,,
23 July 2018,0.631724405,0.612917243,,,,,,
23 July 2018,0.631724405,0.595207629,,,,,,
23 July 2018,0.579197448,0.612917243,,,,,,
23 July 2018,0.579197448,0.595207629,,,,,,
26 July 2018,0.624697095,0.59493034,,,,,,
26 July 2018,0.624697095,0.584455193,,,,,,
26 July 2018,0.627416468,0.59493034,,,,,,
26 July 2018,0.627416468,0.584455193,,,,,,
27 July 2018,0.58317363,0.612985941,,,,,,
27 July 2018,0.58317363,0.591906072,,,,,,
27 July 2018,0.629304123,0.612985941,,,,,,
27 July 2018,0.629304123,0.591906072,,,,,,
30 July 2018,0.620177973,0.598459458,,,,,,
30 July 2018,0.620177973,0.590390648,,,,,,
30 July 2018,0.620177973,0.595460495,,,,,,
30 July 2018,0.635312818,0.598459458,,,,,,
30 July 2018,0.635312818,0.590390648,,,,,,
30 July 2018,0.635312818,0.595460495,,,,,,
30 July 2018,0.624059773,0.598459458,,,,,,
30 July 2018,0.624059773,0.590390648,,,,,,
30 July 2018,0.624059773,0.595460495,,,,,,
31 July 2018,0.567834201,0.566685537,,,,,,
02 August 2018,0.579911524,,,,,,,
02 August 2018,0.608671341,,,,,,,
03 August 2018,0.574234862,,,,,,,26.66625972
03 August 2018,0.580858251,,,,,,,26.66625972
06 August 2018,0.602428324,,,,,,,
06 August 2018,0.634033064,,,,,,,
07 August 2018,0.629027063,,,,,,,
07 August 2018,0.632464524,,,,,,,
11 August 2018,0.406653284,0.415540865,,,,,,
11 August 2018,0.389723564,0.415540865,,,,,,
11 August 2018,0.635435398,0.415540865,,,,,,
14 August 2018,0.568957519,0.563694909,,,,,,
14 August 2018,0.568957519,0.595048519,,,,,,
14 August 2018,0.63456213,0.563694909,,,,,,
14 August 2018,0.63456213,0.595048519,,,,,,
15 August 2018,0.585802589,,,,,,,
15 August 2018,0.583092132,,,,,,,
18 August 2018,0.628722367,0.627085389,,,,,,
18 August 2018,0.628722367,0.427367547,,,,,,
18 August 2018,0.597770173,0.627085389,,,,,,
18 August 2018,0.597770173,0.427367547,,,,,,
19 August 2018,0.630736018,0.580632542,,,,,,
19 August 2018,0.630736018,0.596899452,,,,,,
19 August 2018,0.626528621,0.580632542,,,,,,
19 August 2018,0.626528621,0.596899452,,,,,,
22 August 2018,0.622973276,0.591807361,,,,,,
22 August 2018,0.622973276,0.580246099,,,,,,
22 August 2018,0.62764552,0.591807361,,,,,,
22 August 2018,0.62764552,0.580246099,,,,,,
23 August 2018,0.628264138,0.589847844,,,,,,
23 August 2018,0.628264138,0.590772383,,,,,,
23 August 2018,0.63541058,0.589847844,,,,,,
23 August 2018,0.63541058,0.590772383,,,,,,
26 August 2018,0.626799281,0.589529264,,,,,,
26 August 2018,0.626799281,0.594600607,,,,,,
26 August 2018,0.635677052,0.589529264,,,,,,
26 August 2018,0.635677052,0.594600607,,,,,,
27 August 2018,0.621754635,0.568869527,,,,,,
27 August 2018,0.621754635,0.591183289,,,,,,
27 August 2018,0.630504552,0.568869527,,,,,,
27 August 2018,0.630504552,0.591183289,,,,,,
29 August 2018,0.631387907,0.596935144,,,,,,
29 August 2018,0.631387907,0.596821359,,,,,,
29 August 2018,0.631387907,0.566442511,,,,,,
29 August 2018,0.631487013,0.596935144,,,,,,
29 August 2018,0.631487013,0.596821359,,,,,,
29 August 2018,0.631487013,0.566442511,,,,,,
29 August 2018,0.621297527,0.596935144,,,,,,
29 August 2018,0.621297527,0.596821359,,,,,,
29 August 2018,0.621297527,0.566442511,,,,,,
30 August 2018,0.630687769,0.600618384,,,,,,
02 September 2018,0.626906282,,,,,,,
02 September 2018,0.632805557,,,,,,,
02 September 2018,0.632629647,,,,,,,
03 September 2018,0.631416165,0.419616798,,,,,,
06 September 2018,0.62027741,0.624977282,,,,,,
06 September 2018,0.62027741,0.556680912,,,,,,
06 September 2018,0.620179431,0.624977282,,,,,,
06 September 2018,0.620179431,0.556680912,,,,,,
07 September 2018,0.620333947,,,,,,,
07 September 2018,0.628721878,,,,,,,
10 September 2018,0.633971735,,,,,,,
10 September 2018,0.632097141,,,,,,,
11 September 2018,0.612140595,,,,,,,
11 September 2018,0.617088752,,,,,,,
14 September 2018,0.542694867,0.488991489,,,,,,
14 September 2018,0.542694867,0.475076866,,,,,,
14 September 2018,0.526467781,0.488991489,,,,,,
14 September 2018,0.526467781,0.475076866,,,,,,
15 September 2018,0.429529194,0.396014221,,,,,,
15 September 2018,0.429529194,0.395363691,,,,,,
15 September 2018,0.427502056,0.396014221,,,,,,
15 September 2018,0.427502056,0.395363691,,,,,,
18 September 2018,0.462643983,0.396798663,,,,,,
18 September 2018,0.462643983,0.377021555,,,,,,
18 September 2018,0.447839315,0.396798663,,,,,,
18 September 2018,0.447839315,0.377021555,,,,,,
19 September 2018,0.449800293,0.418219039,,,,,,
19 September 2018,0.449800293,0.436504378,,,,,,
19 September 2018,0.470596316,0.418219039,,,,,,
19 September 2018,0.470596316,0.436504378,,,,,,
22 September 2018,0.448954303,0.386454795,,,,,,
22 September 2018,0.448954303,0.362193898,,,,,,
22 September 2018,0.431881408,0.386454795,,,,,,
22 September 2018,0.431881408,0.362193898,,,,,,
23 September 2018,0.626483853,0.593463914,,,,,,
23 September 2018,0.626483853,0.573555102,,,,,,
23 September 2018,0.612973591,0.593463914,,,,,,
23 September 2018,0.612973591,0.573555102,,,,,,
25 September 2018,0.627787942,0.572176624,,,,,,7.261086133
25 September 2018,0.627787942,0.569947177,,,,,,7.261086133
25 September 2018,0.626945199,0.572176624,,,,,,7.261086133
25 September 2018,0.626945199,0.569947177,,,,,,7.261086133
26 September 2018,0.458964577,0.427367843,,,,,,
26 September 2018,0.458964577,0.431006931,,,,,,
26 September 2018,0.459060581,0.427367843,,,,,,
26 September 2018,0.459060581,0.431006931,,,,,,
29 September 2018,0.437032185,0.405436656,,,,,,
29 September 2018,0.437032185,0.385839247,,,,,,
29 September 2018,0.453923814,0.405436656,,,,,,
29 September 2018,0.453923814,0.385839247,,,,,,
30 September 2018,0.406680334,0.391839345,,,,,,
30 September 2018,0.406680334,0.392109827,,,,,,
30 September 2018,0.404649374,0.391839345,,,,,,
30 September 2018,0.404649374,0.392109827,,,,,,
03 October 2018,0.569815659,0.450597734,,,,,,
04 October 2018,0.4160433,0.48224932,,,,,,
04 October 2018,0.413852965,0.48224932,,,,,,
07 October 2018,0.448745874,0.596661134,,,,,,
07 October 2018,0.448745874,0.501042193,,,,,,
07 October 2018,0.461535077,0.596661134,,,,,,
07 October 2018,0.461535077,0.501042193,,,,,,
08 October 2018,0.554701928,0.598920881,,,,,,
08 October 2018,0.554701928,0.596066884,,,,,,
08 October 2018,0.550907791,0.598920881,,,,,,
08 October 2018,0.550907791,0.596066884,,,,,,
11 October 2018,0.434817392,0.402064203,,,,,,
11 October 2018,0.457482325,0.402064203,,,,,,
12 October 2018,0.463342046,0.402469452,,,,,,
12 October 2018,0.459755687,0.402469452,,,,,,
15 October 2018,0.46777515,0.393539758,,,,,,
15 October 2018,0.46777515,0.364941109,,,,,,
15 October 2018,0.443486205,0.393539758,,,,,,
15 October 2018,0.443486205,0.364941109,,,,,,
16 October 2018,0.455578281,0.394489605,,,,,,
16 October 2018,0.455578281,0.415571722,,,,,,
16 October 2018,0.431709474,0.394489605,,,,,,
16 October 2018,0.431709474,0.415571722,,,,,,
19 October 2018,0.478007313,0.401204316,,,,,,
19 October 2018,0.478007313,0.371609929,,,,,,
19 October 2018,0.451111068,0.401204316,,,,,,
19 October 2018,0.451111068,0.371609929,,,,,,
20 October 2018,0.446073202,0.391750926,,,,,,
20 October 2018,0.446073202,0.401271343,,,,,,
20 October 2018,0.458112742,0.391750926,,,,,,
20 October 2018,0.458112742,0.401271343,,,,,,
22 October 2018,0.459030382,0.366123544,,,,,,
23 October 2018,0.45787132,0.414763568,,,,,,
23 October 2018,0.45787132,0.417802113,,,,,,
23 October 2018,0.456642742,0.414763568,,,,,,
23 October 2018,0.456642742,0.417802113,,,,,,
26 October 2018,0.442974052,0.382890098,,,,,,
26 October 2018,0.442974052,0.407567143,,,,,,
26 October 2018,0.471539028,0.382890098,,,,,,
26 October 2018,0.471539028,0.407567143,,,,,,
27 October 2018,0.451329131,0.405311823,,,,,,34.42796973
27 October 2018,0.451329131,0.412012141,,,,,,34.42796973
27 October 2018,0.444830064,0.405311823,,,,,,34.42796973
27 October 2018,0.444830064,0.412012141,,,,,,34.42796973
30 October 2018,0.427151158,0.401408513,,,,,,
30 October 2018,0.427151158,0.369750517,,,,,,
30 October 2018,0.466547349,0.401408513,,,,,,
30 October 2018,0.466547349,0.369750517,,,,,,
31 October 2018,0.442205441,0.39555005,,,,,,
31 October 2018,0.442205441,0.4024831,,,,,,
31 October 2018,0.447578592,0.39555005,,,,,,
31 October 2018,0.447578592,0.4024831,,,,,,
02 November 2018,0.474710782,0.447225986,,,,,,
03 November 2018,0.462635881,,,,,,,
03 November 2018,0.436648588,,,,,,,
04 November 2018,0.450376609,,,,,,,
06 November 2018,0.465656142,,,,,,,
07 November 2018,0.449921838,0.584957894,,,,,,
07 November 2018,0.449921838,0.620125002,,,,,,
07 November 2018,0.447567402,0.584957894,,,,,,
07 November 2018,0.447567402,0.620125002,,,,,,
08 November 2018,0.485728294,0.5945676,,,,,,
08 November 2018,0.485728294,0.578083597,,,,,,
10 November 2018,0.491692073,0.394627521,,,,,,30.21070014
10 November 2018,0.491692073,0.370767468,,,,,,30.21070014
11 November 2018,0.453332905,0.35968969,,,,,,
11 November 2018,0.453332905,0.397678541,,,,,,
11 November 2018,0.453492218,0.35968969,,,,,,
11 November 2018,0.453492218,0.397678541,,,,,,
12 November 2018,0.48309197,0.435274561,,,,,,
13 November 2018,0.489185212,0.392441266,,,,,,
14 November 2018,0.527611955,0.470635468,,,,,,
15 November 2018,0.453552806,0.360386393,,,,,,
16 November 2018,0.460698217,0.402824604,,,,,,
17 November 2018,0.476006463,0.412488174,,,,,,
18 November 2018,0.477094723,0.420650848,,,,,,
18 November 2018,0.477094723,0.372344304,,,,,,
18 November 2018,0.468537331,0.420650848,,,,,,
18 November 2018,0.468537331,0.372344304,,,,,,
19 November 2018,0.477208701,0.4308122,,,,,,27.29874925
21 November 2018,0.478115016,0.399428397,,,,,,
22 November 2018,0.46951199,0.405908985,,,,,,
22 November 2018,0.46951199,0.397312869,,,,,,
22 November 2018,0.465580687,0.405908985,,,,,,
22 November 2018,0.465580687,0.397312869,,,,,,
23 November 2018,0.486789943,0.427645623,,,,,,
25 November 2018,0.491646959,0.394715235,,,,,,
26 November 2018,0.4674832,0.384228056,,,,,,
26 November 2018,0.4674832,0.398469317,,,,,,
26 November 2018,0.455888322,0.384228056,,,,,,
26 November 2018,0.455888322,0.398469317,,,,,,
27 November 2018,0.472717064,0.42402542,,,,,,
29 November 2018,0.48475483,0.387755694,,,,,,
30 November 2018,0.481839922,0.369646651,,,,,,
30 November 2018,0.481839922,0.408348121,,,,,,
30 November 2018,0.449103185,0.369646651,,,,,,
30 November 2018,0.449103185,0.408348121,,,,,,
01 December 2018,0.481854327,,,,,,,21.52996648
03 December 2018,0.50303097,,,,,,,
04 December 2018,0.47074566,,,,,,,
05 December 2018,0.572460935,,,,,,,
06 December 2018,0.556162204,,,,,,,45.94573186
07 December 2018,0.509568874,,,,,,,
08 December 2018,0.464864542,,,,,,,
09 December 2018,0.502711157,,,,,,,
10 December 2018,0.492638543,0.41531354,,,,,,
10 December 2018,0.492638543,0.417367736,,,,,,
11 December 2018,0.496143618,0.419874265,,,,,,30.74095386
12 December 2018,0.490174199,0.383949794,,,,,,
13 December 2018,0.475761161,0.407246453,,,,,,
14 December 2018,0.485279901,0.399027671,,,,,,24.27161381
15 December 2018,0.48827369,0.421010986,,,,,,
15 December 2018,0.48827369,0.367943122,,,,,,
15 December 2018,0.479522769,0.421010986,,,,,,
15 December 2018,0.479522769,0.367943122,,,,,,
16 December 2018,0.498783227,0.447028534,,,,,,
18 December 2018,0.486178818,0.39271932,0.04979793,-0.043533919,0.042104506,4.143288706,7.555849577,
19 December 2018,0.453608996,0.383458907,,,,,,
19 December 2018,0.453608996,0.41369726,,,,,,
19 December 2018,0.47384366,0.383458907,,,,,,
19 December 2018,0.47384366,0.41369726,,,,,,
20 December 2018,0.477816455,0.430867304,,,,,,
22 December 2018,0.4784166,0.384540115,,,,,,
23 December 2018,0.459149818,0.404655931,0.196289156,-0.118610612,0.21419387,3.328343103,7.648476435,
23 December 2018,0.459149818,0.375740961,0.196289156,-0.118610612,0.21419387,3.328343103,7.648476435,
23 December 2018,0.446894473,0.404655931,0.196289156,-0.118610612,0.21419387,3.328343103,7.648476435,
23 December 2018,0.446894473,0.375740961,0.196289156,-0.118610612,0.21419387,3.328343103,7.648476435,
24 December 2018,0.467239496,0.424164884,,,,,,
26 December 2018,0.483491907,0.390410437,,,,,,
27 December 2018,0.491977984,0.381388934,,,,,,
27 December 2018,0.491977984,0.423926298,,,,,,
27 December 2018,0.460417677,0.381388934,,,,,,
27 December 2018,0.460417677,0.423926298,,,,,,
28 December 2018,0.490263759,0.432794284,0.226072294,-0.143235907,0.137443842,4.16198706,7.762075598,
30 December 2018,0.482169731,0.448648988,,,,,,19.87401296
31 December 2018,0.458470238,0.377637682,,,,,,
01 January 2019,0.476182109,,,,,,,
02 January 2019,0.490061277,0.54022599,0.221530611,-0.127573225,0.156453572,3.939462721,7.770441072,
03 January 2019,0.48302123,0.477686191,,,,,,
04 January 2019,0.456903213,0.576513529,,,,,,
05 January 2019,0.480012872,,,,,,,
06 January 2019,0.490244464,,,,,,,
07 January 2019,0.485692376,0.49635214,0.199135754,-0.122186662,0.153964722,4.866197809,7.810374,48.11185839
08 January 2019,0.504131016,0.565706535,,,,,,
09 January 2019,0.49784841,0.561301555,,,,,,
10 January 2019,0.519200451,,,,,,,
11 January 2019,0.497187753,0.56950126,,,,,,
11 January 2019,0.485773386,0.56950126,,,,,,
12 January 2019,0.5063535,0.328283428,0.093252735,-0.07323626,0.225117524,1.992340395,7.529976766,26.35997717
12 January 2019,0.5063535,0.375319592,0.093252735,-0.07323626,0.225117524,1.992340395,7.529976766,26.35997717
14 January 2019,0.499873574,0.409404348,,,,,,
15 January 2019,0.499052908,0.440519205,,,,,,19.95008066
15 January 2019,0.499052908,0.435202958,,,,,,19.95008066
15 January 2019,0.519716891,0.440519205,,,,,,19.95008066
15 January 2019,0.519716891,0.435202958,,,,,,19.95008066
16 January 2019,0.50395335,0.460418063,,,,,,
18 January 2019,0.493141524,0.402745834,,,,,,
19 January 2019,0.476372352,0.426189856,,,,,,
19 January 2019,0.476372352,0.39821636,,,,,,
19 January 2019,0.466675432,0.426189856,,,,,,
19 January 2019,0.466675432,0.39821636,,,,,,
20 January 2019,0.489811432,0.450702379,,,,,,
22 January 2019,0.4963349,0.404529838,0.180426008,-0.09948473,0.170861858,4.891819318,7.714616392,21.64942829
23 January 2019,0.52273862,0.451121282,,,,,,
23 January 2019,0.52273862,0.401243121,,,,,,
23 January 2019,0.473343794,0.451121282,,,,,,
23 January 2019,0.473343794,0.401243121,,,,,,
24 January 2019,0.50287973,0.460641226,,,,,,
26 January 2019,0.637416375,0.606722759,,,,,,
27 January 2019,0.516692712,0.424170121,0.210892449,-0.088663162,0.162102356,5.797334109,8.034532611,
28 January 2019,0.499780157,0.434222404,,,,,,
29 January 2019,0.530174994,0.44874839,,,,,,
30 January 2019,0.492412612,0.447907211,,,,,,
31 January 2019,0.47709289,0.3851456,,,,,,19.607048
01 February 2019,0.594719649,0.56692654,0.194997497,-0.100179363,0.176721484,5.318987255,7.646081026,
02 February 2019,0.498205882,0.424515955,,,,,,
03 February 2019,0.514027328,0.46924917,,,,,,
04 February 2019,0.504488725,0.497038347,,,,,,
04 February 2019,0.504488725,0.559782016,,,,,,
05 February 2019,0.517009333,0.584456857,,,,,,
05 February 2019,0.517009333,0.610304835,,,,,,
06 February 2019,0.527216378,0.615707976,0.17591965,-0.078240239,0.15032089,6.11474973,7.87162755,
07 February 2019,0.544159711,,,,,,,
07 February 2019,0.538219939,,,,,,,
08 February 2019,0.503183371,,,,,,,
10 February 2019,0.505182684,0.485174519,,,,,,
11 February 2019,0.503200759,0.45504356,0.111374924,-0.0624472,0.214259427,4.734539642,7.644947725,
11 February 2019,0.494462652,0.45504356,0.111374924,-0.0624472,0.214259427,4.734539642,7.644947725,
12 February 2019,0.510968915,0.443008687,,,,,,
14 February 2019,0.514003094,0.431621125,,,,,,
15 February 2019,0.501315545,0.430413994,,,,,,
15 February 2019,0.501315545,0.485783912,,,,,,
15 February 2019,0.544436714,0.430413994,,,,,,
15 February 2019,0.544436714,0.485783912,,,,,,
16 February 2019,0.51366915,0.460597323,0.176971244,-0.080763161,0.132876691,5.957520433,7.92685111,11.23519862
18 February 2019,0.517880433,0.42147939,,,,,,
19 February 2019,0.585658781,0.414159513,,,,,,
19 February 2019,0.585658781,0.544237332,,,,,,
19 February 2019,0.502894542,0.414159513,,,,,,
19 February 2019,0.502894542,0.544237332,,,,,,
20 February 2019,0.502982023,0.465309775,,,,,,
22 February 2019,0.523324901,0.487208039,,,,,,
23 February 2019,0.49549406,0.43084278,,,,,,25.47970298
24 February 2019,0.505490798,0.463263112,,,,,,
25 February 2019,0.518370914,0.464641093,,,,,,
26 February 2019,0.50333367,0.477687296,0.212345759,-0.091586574,0.140938408,7.153218441,7.981965559,
27 February 2019,0.622157376,0.573374776,,,,,,
28 February 2019,0.574212601,0.530525176,,,,,,
01 March 2019,0.535352478,0.441676175,,,,,,
02 March 2019,0.502583621,0.449343921,,,,,,
03 March 2019,0.500988819,0.41685866,,,,,,
04 March 2019,0.564351569,0.601586097,,,,,,
04 March 2019,0.564351569,0.56931766,,,,,,
05 March 2019,0.53554389,0.548271216,,,,,,
06 March 2019,0.518004819,0.62334869,,,,,,
06 March 2019,0.518004819,0.597691093,,,,,,
06 March 2019,0.531808048,0.62334869,,,,,,
06 March 2019,0.531808048,0.597691093,,,,,,
07 March 2019,0.524026468,0.58285293,,,,,,
09 March 2019,0.53607834,0.582951678,,,,,,
10 March 2019,0.520803476,0.460332992,,,,,,
10 March 2019,0.510734844,0.460332992,,,,,,
11 March 2019,0.536911411,0.360383121,,,,,,
13 March 2019,0.550622292,0.486700561,0.206906923,-0.055425141,0.16300416,5.31755329,8.083864249,
14 March 2019,0.603640094,0.492097452,,,,,,
14 March 2019,0.603640094,0.566147175,,,,,,
14 March 2019,0.520941413,0.492097452,,,,,,
14 March 2019,0.520941413,0.566147175,,,,,,
15 March 2019,0.632699243,0.595335577,,,,,,
17 March 2019,0.625793772,0.571715465,,,,,,
18 March 2019,0.572861881,0.518274898,0.243223643,-0.089092544,0.133245255,5.833148049,8.217797904,
18 March 2019,0.572861881,0.561508793,0.243223643,-0.089092544,0.133245255,5.833148049,8.217797904,
18 March 2019,0.610180962,0.518274898,0.243223643,-0.089092544,0.133245255,5.833148049,8.217797904,
18 March 2019,0.610180962,0.561508793,0.243223643,-0.089092544,0.133245255,5.833148049,8.217797904,
19 March 2019,0.53429684,0.509515346,,,,,,
21 March 2019,0.594407551,0.580054609,,,,,,
22 March 2019,0.532827419,0.480629532,,,,,,
23 March 2019,0.551354999,0.524388047,0.246973535,-0.064948328,0.151536608,5.472485623,8.160107225,
24 March 2019,0.565517212,0.537710975,,,,,,
25 March 2019,0.563642379,0.558309892,,,,,,
26 March 2019,0.546609394,0.490835313,,,,,,
27 March 2019,0.57831715,0.559107787,,,,,,24.30985262
28 March 2019,0.568944461,0.527599501,0.170922344,-0.03658315,0.162706291,4.955928787,8.05322055,
29 March 2019,0.558908506,0.551985775,,,,,,
30 March 2019,0.567841754,0.501911626,,,,,,
31 March 2019,0.573691369,0.559657749,,,,,,
01 April 2019,0.598012933,,,,,,,
02 April 2019,0.572468974,0.400114926,0.170586569,-0.031707977,0.163720061,5.382419158,7.983037971,
02 April 2019,0.565776645,0.400114926,0.170586569,-0.031707977,0.163720061,5.382419158,7.983037971,
03 April 2019,0.601866604,0.50471113,,,,,,23.50253724
03 April 2019,0.606593758,0.50471113,,,,,,23.50253724
05 April 2019,0.583282305,0.615669836,,,,,,
06 April 2019,0.600736383,0.635476773,,,,,,
06 April 2019,0.563102165,0.635476773,,,,,,
07 April 2019,0.579205954,0.587532402,0.144364827,-0.022813239,0.147397252,5.314054634,7.989816933,
07 April 2019,0.579205954,0.589868364,0.144364827,-0.022813239,0.147397252,5.314054634,7.989816933,
09 April 2019,0.565037577,0.547215517,,,,,,
11 April 2019,0.584063375,0.570975568,,,,,,
11 April 2019,0.584063375,0.546979966,,,,,,
13 April 2019,0.597590377,0.582481612,,,,,,
14 April 2019,0.578363154,0.5438355,,,,,,
15 April 2019,0.580100014,,,,,,,
16 April 2019,0.619927161,0.58788468,,,,,,
16 April 2019,0.619927161,0.58401838,,,,,,
17 April 2019,0.614920678,0.575265475,0.139054127,-0.009168627,0.139499075,6.455191824,7.995325221,
18 April 2019,0.597344498,,,,,,,
19 April 2019,0.563669404,0.540731644,,,,,,
20 April 2019,0.567347072,0.559352842,,,,,,
21 April 2019,0.57349757,0.555091426,,,,,,38.69699266
22 April 2019,0.554598707,0.500876351,0.080992923,-0.005774884,0.095435262,33.11513357,7.639374435,
23 April 2019,0.584144663,0.573856301,,,,,,
24 April 2019,0.578295757,0.574730884,,,,,,
25 April 2019,0.595946556,0.558402546,,,,,,
26 April 2019,0.638668556,0.594981384,,,,,,
27 April 2019,0.58921724,0.566116361,0.159432706,-0.029646867,0.134738532,6.694560592,7.992007497,
28 April 2019,0.577755353,0.562962021,,,,,,41.93911294
29 April 2019,0.5941449,0.555848357,,,,,,
29 April 2019,0.5941449,0.491237222,,,,,,
29 April 2019,0.561307332,0.555848357,,,,,,
29 April 2019,0.561307332,0.491237222,,,,,,
30 April 2019,0.628979437,0.640620304,,,,,,
02 May 2019,0.584314286,0.435241853,0.134580711,-0.009932939,0.143058095,7.009836729,7.940015455,
02 May 2019,0.601718749,0.435241853,0.134580711,-0.009932939,0.143058095,7.009836729,7.940015455,
03 May 2019,0.595151577,0.476555067,,,,,,
04 May 2019,0.615781933,0.575717885,,,,,,29.72276933
06 May 2019,0.587727479,,,,,,,
07 May 2019,0.593551407,0.587694315,0.126380646,-0.000586,0.125442935,6.373413068,7.996582139,
07 May 2019,0.599145529,0.587694315,0.126380646,-0.000586,0.125442935,6.373413068,7.996582139,
08 May 2019,0.60842254,0.577618761,,,,,,
10 May 2019,0.627055463,0.59896819,,,,,,36.93524708
11 May 2019,0.584852225,0.35385807,,,,,,
12 May 2019,0.599685355,0.386777468,0.123527557,0.018253437,0.1332072,6.630204303,7.989761319,
12 May 2019,0.599685355,0.347649697,0.123527557,0.018253437,0.1332072,6.630204303,7.989761319,
13 May 2019,0.635098078,0.647188074,,,,,,
14 May 2019,0.609281437,0.601813151,,,,,,45.72550925
16 May 2019,0.601414695,0.595082857,,,,,,
17 May 2019,0.62225064,0.626523044,0.10743965,0.019789247,0.120570366,7.401776204,7.968219321,
